group group.name disease flag n.target n.disease n.overlap j.overlap d.target d.disease symptomatic ra re z.pathway z.side d z pval pval.adj
DB00775 Tirofiban bone.diseases.metabolic False 2 27 0 0.0 49.0 15.0 False NA NA NA NA 3.7851008921 -1.2336127241 0.10867362467 0.348403942594
DB00775 Tirofiban colorectal.neoplasms False 2 42 0 0.0 49.0 51.5 False NA NA NA NA 3.51238527667 -1.1062220415 0.134315212433 0.348403942594
DB00775 Tirofiban eye.diseases False 2 231 0 0.0 49.0 20.5800865801 False NA NA NA NA 3.78318301836 -1.03925180024 0.149343822516 0.363325370843
DB00775 Tirofiban collagen.diseases False 2 25 0 0.0 49.0 15.36 False NA NA NA NA 3.42232318279 -3.4587094822 0.000271385004662 0.00993349864696
DB00775 Tirofiban leukemia.myeloid.acute False 2 43 0 0.0 49.0 51.4418604651 False NA NA NA NA 3.58048302985 -0.685483545772 0.246519420114 0.389500683781
DB00775 Tirofiban kidney.diseases False 2 144 0 0.0 49.0 18.7291666667 False NA NA NA NA 3.76738968677 -1.14549155411 0.126002796048 0.348403942594
DB00775 Tirofiban epilepsy False 2 25 0 0.0 49.0 13.56 False NA NA NA NA 3.99336438194 0.350276652507 0.636934457331 0.670904295055
DB00775 Tirofiban joint.diseases False 2 79 0 0.0 49.0 28.1898734177 False NA NA NA NA 3.8653775138 0.189459663152 0.575133716674 0.639937515736
DB00775 Tirofiban vascular.diseases False 2 181 0 0.0 49.0 27.6077348066 False NA NA NA NA 3.5296206667 -2.70781129394 0.00338642602335 0.0334409569806
DB00775 Tirofiban neuroendocrine.tumors False 2 24 0 0.0 49.0 39.6666666667 False NA NA NA NA 3.69285111709 -0.505525097833 0.306595037604 0.413231453221
DB00775 Tirofiban parkinsonian.disorders False 2 31 0 0.0 49.0 20.6129032258 False NA NA NA NA 3.86156765512 0.186745442356 0.574069887531 0.639937515736
DB00775 Tirofiban hypopigmentation False 2 22 0 0.0 49.0 32.9090909091 False NA NA NA NA 3.77316694059 0.00454527128896 0.501813294649 0.591690302646
DB00775 Tirofiban intestinal.neoplasms False 2 42 0 0.0 49.0 51.5 False NA NA NA NA 3.51238527667 -1.09519562431 0.136715471145 0.348403942594
DB00775 Tirofiban thyroid.diseases False 2 30 0 0.0 49.0 21.8666666667 False NA NA NA NA 3.72733869445 -1.22507915413 0.110272699278 0.348403942594
DB00775 Tirofiban diabetes.mellitus False 2 162 0 0.0 49.0 19.1234567901 False NA NA NA NA 3.78554183272 -0.990239803357 0.161028460841 0.363325370843
DB00775 Tirofiban dementia False 2 42 0 0.0 49.0 30.8095238095 False NA NA NA NA 3.56308162463 -1.38464576992 0.0830804044215 0.348403942594
DB00775 Tirofiban mycobacterium.infections False 2 22 0 0.0 49.0 32.7272727273 False NA NA NA NA 4.03670634688 1.29834120425 0.902914943333 0.902914943333
DB00775 Tirofiban arrhythmias.cardiac False 2 30 0 0.0 49.0 11.4666666667 False NA NA NA NA 3.8078801189 -1.12276933245 0.130767736627 0.348403942594
DB00775 Tirofiban prostatic.neoplasms False 2 61 0 0.0 49.0 23.7704918033 False NA NA NA NA 3.76273355506 -1.19045800367 0.11693321344 0.348403942594
DB00775 Tirofiban head.and.neck.neoplasms False 2 35 0 0.0 49.0 47.0857142857 False NA NA NA NA 3.72694652244 0.0727052902249 0.528979680649 0.605945451915
DB00775 Tirofiban inflammatory.bowel.diseases False 2 119 0 0.0 49.0 23.3277310924 False NA NA NA NA 3.7822174598 -0.613436526578 0.269793870158 0.394698439676
DB00775 Tirofiban gastrointestinal.neoplasms False 2 72 0 0.0 49.0 49.8194444444 False NA NA NA NA 3.57153016394 -0.7627776334 0.222798011143 0.389500683781
DB00775 Tirofiban asthma False 2 36 0 0.0 49.0 26.8888888889 False NA NA NA NA 3.87780343121 -0.200252579223 0.420641523797 0.516047554383
DB00775 Tirofiban alzheimer.disease False 2 29 0 0.0 49.0 28.6896551724 False NA NA NA NA 3.56317656708 -1.60305918516 0.054460793954 0.307314480169
DB00775 Tirofiban metabolism.inborn.errors False 2 289 0 0.0 49.0 16.6332179931 False NA NA NA NA 3.9331930482 0.451943280939 0.674345078203 0.700963962869
DB00775 Tirofiban macular.degeneration False 2 44 0 0.0 49.0 9.61363636364 False NA NA NA NA 3.89163410116 -0.713913803921 0.237640240521 0.389500683781
DB00775 Tirofiban breast.neoplasms False 2 40 0 0.0 49.0 43.4 False NA NA NA NA 3.59839211814 -1.12874416088 0.129502887155 0.348403942594
DB00775 Tirofiban hypersensitivity False 2 45 0 0.0 49.0 25.2 False NA NA NA NA 3.81881361893 -0.646139219198 0.259094599082 0.394698439676
DB00775 Tirofiban adenocarcinoma False 2 32 0 0.0 49.0 49.625 False NA NA NA NA 3.61962937918 -0.88654822291 0.187661090282 0.370630653307
DB00775 Tirofiban bone.diseases False 2 144 0 0.0 49.0 27.0208333333 False NA NA NA NA 3.64591967549 -1.76420372047 0.0388488432939 0.255754885018
DB00775 Tirofiban insulin.resistance False 2 26 0 0.0 49.0 15.2307692308 False NA NA NA NA 3.80912574859 -0.939989228195 0.173611543011 0.363325370843
DB00775 Tirofiban motor.neuron.disease False 2 31 0 0.0 49.0 38.935483871 False NA NA NA NA 3.59093414887 -0.971813854409 0.16557158109 0.363325370843
DB00775 Tirofiban crohn.disease False 2 71 0 0.0 49.0 26.8309859155 False NA NA NA NA 3.75801784558 -0.732618413279 0.231895598682 0.389500683781
DB00775 Tirofiban endocrine.system.diseases False 2 291 0 0.0 49.0 26.4467353952 False NA NA NA NA 3.73531072931 -1.00391455308 0.157709900628 0.363325370843
DB00775 Tirofiban keratosis False 2 21 0 0.0 49.0 26.6666666667 False NA NA NA NA 3.74392225543 -0.232222637395 0.408182548097 0.511847957137
DB00775 Tirofiban psoriasis False 2 54 0 0.0 49.0 27.0 False NA NA NA NA 3.86079284193 0.280421684177 0.610422998705 0.660594752024
DB00775 Tirofiban varicose.veins False 2 20 0 0.0 49.0 15.3 False NA NA NA NA 3.80810288191 -0.7218743523 0.235185865579 0.389500683781
DB00775 Tirofiban spinal.cord.diseases False 2 59 0 0.0 49.0 38.593220339 False NA NA NA NA 3.68431408796 -0.575166258867 0.282589429925 0.398652945786
DB00775 Tirofiban neoplasms False 2 482 0 0.0 49.0 36.2323651452 False NA NA NA NA 3.65937102079 -1.01450834656 0.155170124376 0.363325370843
DB00775 Tirofiban rheumatic.diseases False 2 59 0 0.0 49.0 28.5084745763 False NA NA NA NA 3.82298110757 -0.0809656174949 0.467734647983 0.559864199859
DB00775 Tirofiban pancreatic.diseases False 2 24 0 0.0 49.0 39.7083333333 False NA NA NA NA 3.62020129174 -1.17786527526 0.119425160278 0.348403942594
DB00775 Tirofiban myocardial.ischemia True 2 43 0 0.0 49.0 15.0465116279 False NA NA NA NA 3.53840255578 -3.15222207596 0.000810164943099 0.012800606101
DB00775 Tirofiban autoimmune.diseases False 2 243 0 0.0 49.0 26.7242798354 False NA NA NA NA 3.69902318889 -1.31519365599 0.0942224133581 0.348403942594
DB00775 Tirofiban kidney.neoplasms False 2 20 0 0.0 49.0 35.9 False NA NA NA NA 3.55260160867 -1.40900510828 0.0794168288273 0.348403942594
DB00775 Tirofiban arthritis False 2 76 0 0.0 49.0 29.2105263158 False NA NA NA NA 3.8496081323 0.214980764222 0.58510884207 0.641994423938
DB00775 Tirofiban leukemia False 2 117 0 0.0 49.0 46.641025641 False NA NA NA NA 3.60940172328 -0.755535724377 0.224963802805 0.389500683781
DB00775 Tirofiban hyperinsulinism False 2 26 0 0.0 49.0 15.2307692308 False NA NA NA NA 3.80912574859 -0.935504811536 0.174764102431 0.363325370843
